Fid,Latitude,Langitude,Fdate,Wind_Speed,First_Indicator,RAIN,Second_Indicator,Max_Temp,Third_Indicator,Min_temp,Min_grass_temp,results
182.22.24.252-10.42.0.151-443-38595-6,40.60380428,-112.2732083,05-07-21,10.08,0,0.0,0.0,20.0,0.0,7.1,4.5,0
203.205.158.62-10.42.0.211-80-60544-6,40.29177135,-111.6865115,06-07-21,7.08,0,0.1,0.0,20.2,0.0,8.0,4.4,1
10.42.0.151-87.240.165.91-57259-443-6,40.63835289,-111.9705881,07-07-21,14.54,0,0.2,0.0,21.2,0.0,13.6,12.2,0
180.149.138.210-10.42.0.151-80-46159-6,40.70858505,-111.8304531,08-07-21,14.04,0,0.0,0.0,18.3,0.0,14.4,13.7,0
174.35.73.136-10.42.0.211-80-53624-6,41.18312576,-111.95050970000001,09-07-21,9.46,0,6.4,0.0,18.4,0.0,12.3,11.2,1
10.42.0.151-103.235.46.211-40366-443-6,37.86944369,-109.3421159,10-07-21,2.67,0,6.6,0.0,17.3,0.0,12.2,11.7,1
10.42.0.211-10.42.0.1-62840-53-17,40.16751022,-111.63581770000002,11-07-21,7.41,0,5.4,0.0,17.4,0.0,12.8,12.8,1
10.42.0.42-37.1.204.175-45384-80-6,43.1637635,-73.07740383,12-07-21,9.08,0,0.4,0.0,19.0,0.0,13.3,10.1,1
10.42.0.1-10.42.0.42-53-39910-17,43.98563045,-72.12177353,13-07-21,16.83,0,21.4,0.0,13.8,0.0,9.0,8.4,0
10.42.0.151-23.194.141.191-46459-443-6,43.59556421,-72.97715521,14-07-21,11.83,0,0.1,0.0,17.4,0.0,8.3,8.6,0
192.229.173.173-10.42.0.42-80-55309-6,44.69005132,-72.94786276,15-07-21,10.25,0,2.6,0.0,18.8,0.0,7.6,5.8,0
172.217.10.131-10.42.0.151-443-54171-6,44.56195,-72.59423100000001,16-07-21,13.13,0,0.1,0.0,15.6,0.0,11.0,10.1,0
10.42.0.211-104.254.66.16-47475-80-6,43.167499600000006,-73.06766176,17-07-21,7.08,0,0.0,0.0,19.7,0.0,10.5,8.8,1
10.42.0.211-23.21.51.186-37060-443-6,42.85308283,-72.55883226,18-07-21,4.96,0,0.0,0.0,19.3,0.0,10.5,6.8,1
10.42.0.151-10.42.0.1-55816-53-17,42.929959999999994,-73.24421099999999,19-07-21,3.5,0,0.0,0.0,18.7,0.0,7.6,3.4,1
10.42.0.211-10.42.0.1-27358-53-17,38.8625,-77.085181,20-07-21,3.04,0,0.0,0.0,18.3,0.0,12.1,11.2,1
10.42.0.151-111.202.114.77-52892-80-6,38.95927746,-77.07275913,21-07-21,2.21,0,0.0,0.0,16.0,0.0,11.7,7.7,1
220.181.150.247-10.42.0.211-443-39759-6,38.891999999999996,-76.99264000000001,22-07-21,4.75,0,0.0,0.0,17.1,0.0,8.1,8.8,1
10.42.0.211-64.71.142.110-42037-443-6,43.63524,-73.299841,23-07-21,2.21,0,0.0,0.0,17.3,0.0,10.0,7.7,1
172.217.12.195-10.42.0.211-443-52816-6,43.1794,-73.05139100000001,24-07-21,3.58,0,0.0,0.0,18.3,0.0,11.1,8.6,1
10.42.0.151-10.42.0.1-24593-53-17,36.81245,-76.20366187,25-07-21,12.29,0,1.6,0.0,20.6,0.0,11.6,9.2,0
140.205.243.64-10.42.0.211-443-53881-6,38.78261,-77.23428100000001,26-07-21,18.79,0,0.0,0.0,17.5,0.0,12.7,11.3,0
172.217.12.131-10.42.0.151-443-50072-17,36.845890000000004,-76.413641,27-07-21,7.87,0,2.6,0.0,16.7,0.0,10.2,11.2,1
10.42.0.211-10.42.0.1-8666-53-17,33.62304219,-117.72952450000001,28-07-21,9.67,0,0.0,0.0,17.8,0.0,7.7,5.5,1
180.149.136.194-10.42.0.151-80-34476-6,37.69375984,-77.43634582,29-07-21,5.79,0,0.0,0.0,18.2,0.0,11.2,10.5,1
10.42.0.211-108.174.10.10-48074-80-6,36.73737,-76.335081,30-07-21,6.04,0,0.0,0.0,21.4,0.0,8.2,5.3,1
172.217.10.238-10.42.0.42-443-49225-6,37.634879999999995,-77.388181,31-07-21,3.75,0,0.0,0.0,17.7,0.0,11.7,10.7,1
172.217.12.174-10.42.0.211-443-50828-6,39.12222725,-77.55345145,01-08-21,4.21,0,0.7,0.0,17.1,0.0,7.3,3.7,1
10.42.0.211-31.13.65.7-47419-443-6,38.68520597,-77.31808059,02-08-21,8.87,0,0.9,0.0,17.8,0.0,10.4,9.0,1
10.42.0.211-123.125.46.112-52990-80-6,38.35565,-77.514381,03-08-21,11.92,0,5.1,0.0,19.3,0.0,9.1,6.0,0
10.42.0.42-74.125.192.188-35395-5228-6,38.08467,-78.931161,04-08-21,13.54,0,0.0,0.0,20.6,0.0,13.4,13.1,0
162.208.20.184-10.42.0.211-443-53792-6,37.528574,-78.330381,05-08-21,10.54,0,0.0,0.0,19.5,0.0,7.6,3.3,0
10.42.0.211-72.30.3.43-53734-443-6,37.78455858,-79.43305358,06-08-21,7.87,0,0.1,0.0,18.3,0.0,13.1,8.4,1
10.42.0.211-10.42.0.1-32830-53-17,38.82987,-77.358051,07-08-21,3.88,0,15.0,2.0,14.4,0.0,6.1,1.6,1
10.42.0.211-23.208.218.4-57729-443-6,39.14431147,-77.94261093,08-08-21,10.63,0,1.1,0.0,19.0,0.0,10.0,9.8,0
10.42.0.211-125.39.83.108-51020-443-6,37.43541087,-77.59179029,09-08-21,11.25,0,1.9,0.0,18.3,0.0,10.4,8.4,0
10.42.0.151-31.13.71.7-38090-443-6,36.70548569,-76.21218768,10-08-21,4.67,0,1.2,0.0,16.6,0.0,9.0,6.2,1
10.42.0.211-10.42.0.1-23054-53-17,36.72860864,-78.91921638,11-08-21,6.83,0,0.2,0.0,16.6,0.0,8.8,6.2,1
10.42.0.151-31.13.80.5-50422-443-6,36.74927308,-79.40938997,12-08-21,6.83,0,0.8,0.0,19.1,0.0,5.6,2.2,1
10.42.0.42-37.1.203.158-40378-443-6,36.83719087,-76.05494218,13-08-21,10.92,0,0.1,0.0,18.4,0.0,11.2,10.2,0
10.42.0.211-10.42.0.1-59470-53-17,38.78212,-77.514761,14-08-21,15.09,0,0.4,0.0,18.8,0.0,11.6,9.7,0
10.42.0.211-31.13.71.3-59918-443-6,39.064859999999996,-77.483091,15-08-21,9.42,0,0.3,0.0,18.3,0.0,12.2,12.0,1
10.42.0.211-10.42.0.1-48575-53-17,38.91618,-77.556651,16-08-21,12.96,0,0.0,0.0,19.0,0.0,11.1,10.7,0
10.42.0.151-123.125.115.164-50362-443-6,38.915,-77.51163100000001,17-08-21,10.21,0,0.4,0.0,21.7,0.0,11.2,9.3,0
10.42.0.211-10.42.0.1-54404-53-17,34.06263,-84.169321,18-08-21,19.04,0,0.8,0.0,17.0,0.0,12.5,13.3,0
172.217.7.1-10.42.0.211-443-39399-6,37.037009999999995,-76.357451,19-08-21,13.21,0,0.3,0.0,15.6,0.0,12.0,11.5,0
239.255.255.250-10.42.0.211-1900-40521-17,38.82484913,-77.06834265,20-08-21,12.58,0,9.5,0.0,21.0,0.0,11.3,10.1,0
10.42.0.211-111.206.25.159-60750-80-6,37.12085585,-76.43577935,21-08-21,19.0,0,0.2,0.0,17.3,0.0,13.0,12.2,0
182.22.25.124-10.42.0.42-443-39423-6,38.82465,-77.059761,22-08-21,12.08,0,0.0,0.0,17.2,0.0,10.5,10.5,0
10.42.0.211-47.89.67.224-36218-443-6,48.64605554,-122.3318655,23-08-21,8.17,0,5.0,0.0,21.6,0.0,11.6,10.7,1
216.58.219.202-10.42.0.42-443-48445-6,47.75881079999999,-122.11461640000002,24-08-21,5.66,0,0.0,0.0,18.0,0.0,6.4,5.0,1
10.42.0.211-123.59.190.237-39777-80-6,47.40791621,-122.0218295,25-08-21,10.92,0,1.8,0.0,19.4,0.0,12.8,12.8,0
10.42.0.211-104.97.95.172-36357-80-6,46.20246275,-119.25289479999999,26-08-21,9.79,0,1.1,0.0,18.2,0.0,8.6,5.2,1
203.205.147.229-10.42.0.211-80-36279-6,47.78404091,-122.3053715,27-08-21,12.12,0,0.0,0.0,21.7,0.0,12.1,9.5,0
222.73.28.96-10.42.0.42-80-43327-6,46.28270136,-119.28554199999999,28-08-21,9.08,0,0.0,0.0,24.6,0.0,12.6,9.4,1
10.42.0.1-10.42.0.42-53-57280-17,47.77513,-122.18139099999999,29-08-21,14.12,0,0.0,0.0,22.7,0.0,17.8,14.8,0
151.101.21.140-10.42.0.211-443-57064-6,38.93118475,-77.07217312,30-08-21,4.58,0,0.0,0.0,20.0,0.0,9.4,4.8,1
10.42.0.211-10.42.0.1-3754-53-17,38.96523697,-77.01416485,31-08-21,2.92,0,0.1,0.0,21.1,0.0,5.0,4.4,1
10.42.0.211-121.12.98.63-47440-80-6,38.91601164,-77.09443005,01-09-21,4.63,0,0.1,0.0,21.0,0.0,11.1,1.3,1
10.42.0.42-106.11.129.143-55646-443-6,38.91773873,-77.09792318,02-09-21,3.83,0,0.1,0.0,20.5,0.0,12.3,10.4,1
180.149.136.194-10.42.0.211-443-59141-6,38.96622491,-77.00931425,03-09-21,5.88,0,0.0,0.0,16.1,0.0,13.7,13.7,1
10.42.0.211-115.239.210.141-51792-80-6,38.93234974,-77.03778661,04-09-21,1.25,0,0.0,0.0,18.3,0.0,14.4,14.4,1
10.42.0.211-110.53.246.32-40299-80-6,38.946844,-77.07025969,05-09-21,9.38,0,0.2,0.0,15.6,0.0,10.6,8.4,1
10.42.0.151-103.7.30.118-43535-80-6,38.94047312,-77.07432229,06-09-21,14.09,0,3.4,0.0,16.6,0.0,9.6,8.1,0
10.42.0.151-117.121.27.10-47333-80-6,38.92840827,-77.07184912,07-09-21,7.87,0,0.0,0.0,15.8,0.0,6.7,5.0,1
10.42.0.151-106.39.169.66-35752-443-6,38.93174613,-76.99145563,08-09-21,3.17,0,0.0,0.0,17.7,0.0,6.6,3.2,1
10.42.0.42-103.7.30.118-38761-80-6,38.91833759,-77.03332184,09-09-21,6.92,0,7.9,0.0,20.2,0.0,5.6,2.3,1
182.22.25.252-10.42.0.211-443-38319-6,38.90953296,-77.0621496,10-09-21,4.83,0,0.0,0.0,21.4,0.0,13.4,10.5,1
10.42.0.211-23.217.155.120-55439-80-6,38.94338853,-76.99366075,11-09-21,8.63,0,2.8,0.0,18.2,0.0,10.5,6.4,1
172.217.10.66-10.42.0.211-443-46163-6,29.95122433,-82.08167238,12-09-21,11.08,0,0.5,0.0,19.5,0.0,10.0,6.8,0
172.217.3.106-10.42.0.151-443-48282-6,30.19180179,-85.69141994,13-09-21,11.75,0,0.8,0.0,19.1,0.0,12.6,10.7,0
10.42.0.1-10.42.0.42-53-7355-17,30.15062372,-85.64690279,14-09-21,12.75,0,1.0,0.0,19.5,0.0,10.4,7.8,0
10.42.0.211-112.80.248.220-43166-443-6,29.8393315,-82.06611558,15-09-21,13.0,0,0.5,0.0,19.4,0.0,13.1,12.4,0
10.42.0.211-104.192.110.245-46196-443-6,30.19152999,-85.66191217,16-09-21,20.79,0,0.0,2.0,19.5,0.0,12.7,13.3,0
172.217.12.202-10.42.0.211-443-54465-6,30.04043557,-82.16768019,17-09-21,7.87,0,0.0,0.0,20.0,0.0,10.5,7.2,1
10.42.0.151-98.139.180.180-38602-443-6,30.208175699999998,-85.6701719,18-09-21,4.17,0,0.1,0.0,18.4,0.0,5.1,1.3,1
172.217.7.195-10.42.0.211-443-37891-6,30.16706421,-85.6886228,19-09-21,8.17,0,9.0,0.0,21.6,0.0,11.6,8.1,1
10.42.0.151-31.13.71.36-38768-443-6,37.59599,-77.517581,20-09-21,4.79,0,9.8,0.0,17.6,0.0,11.1,9.4,1
10.42.0.211-54.243.152.75-58976-443-6,37.6964,-77.433871,21-09-21,6.46,0,0.0,0.0,18.3,0.0,13.2,12.6,1
10.42.0.151-31.13.69.195-58203-443-6,38.91004016,-77.49318290000001,22-09-21,4.12,0,0.4,0.0,20.7,0.0,4.2,0.2,1
10.42.0.211-123.125.115.164-52719-443-6,39.11539585,-78.19332531,23-09-21,6.08,0,2.8,0.0,20.3,0.0,13.3,12.1,1
172.217.10.78-10.42.0.151-443-60262-6,39.10950431,-77.82882013,24-09-21,5.91,0,0.0,0.0,16.7,0.0,5.7,5.0,1
203.130.53.126-10.42.0.211-80-39458-6,38.99528,-77.527611,25-09-21,8.92,0,0.0,0.0,15.5,0.0,4.6,0.5,1
151.101.21.140-10.42.0.211-443-42598-6,47.74067566,-121.98575290000001,26-09-21,12.46,0,1.2,0.0,16.6,0.0,12.2,9.8,0
10.42.0.211-54.243.170.209-52972-443-6,47.55685,-122.120515,27-09-21,8.08,0,32.0,0.0,14.5,0.0,8.1,4.5,1
172.217.12.174-10.42.0.151-443-44540-6,45.72186769,-121.47467250000001,28-09-21,9.13,0,6.1,0.0,14.4,0.0,10.5,10.0,1
202.77.129.185-10.42.0.211-80-34490-6,47.54953328,-122.2866257,29-09-21,9.21,0,1.2,0.0,16.8,0.0,8.0,2.2,1
10.42.0.1-10.42.0.42-53-59051-17,47.45299267,-122.11172169999999,30-09-21,10.96,0,0.0,0.0,14.8,0.0,8.5,4.6,0
10.42.0.151-10.42.0.1-19334-53-17,45.61636855,-122.51501780000001,01-10-21,5.83,0,0.5,0.0,16.0,0.0,10.3,7.6,1
172.217.3.99-10.42.0.151-443-50717-6,47.63629485,-122.52050859999999,02-10-21,8.71,0,3.4,0.0,17.7,0.0,10.4,8.4,1
151.101.1.140-10.42.0.151-80-58679-6,47.81424581,-122.37524309999999,03-10-21,4.04,0,7.3,0.0,15.5,0.0,13.8,10.6,1
10.42.0.211-111.1.17.152-54600-80-6,47.52065,-122.33917,04-10-21,3.5,0,4.0,0.0,12.7,0.0,6.6,5.1,1
205.204.101.196-10.42.0.151-443-50666-6,47.24566979,-122.46427879999999,05-10-21,5.63,0,1.8,0.0,14.7,0.0,8.8,9.7,1
203.130.53.126-10.42.0.211-80-34318-6,47.52197477,-122.3878541,06-10-21,12.96,0,3.0,0.0,15.0,0.0,11.0,9.5,0
172.217.12.195-10.42.0.211-443-51091-6,39.99245742,-80.73075469,07-10-21,6.87,0,0.6,0.0,14.6,0.0,4.3,2.7,1
10.42.0.211-121.12.98.63-49703-80-6,38.98565,-81.44883100000001,08-10-21,10.17,0,1.6,0.0,15.1,0.0,6.4,2.7,0
182.22.24.124-10.42.0.211-443-33030-6,38.3837,-81.824781,09-10-21,9.04,0,1.7,0.0,17.5,0.0,7.8,2.7,1
172.217.12.162-10.42.0.211-443-47415-6,39.038059999999994,-80.465331,10-10-21,11.75,0,0.9,0.0,16.6,0.0,10.4,8.3,0
10.42.0.151-13.32.251.254-35861-443-6,39.28418022,-80.33767162,11-10-21,12.71,0,0.1,0.0,14.3,0.0,9.0,6.8,0
10.42.0.211-10.42.0.1-5370-53-17,38.12842746,-81.25033779,12-10-21,5.58,0,0.0,0.0,15.5,0.0,2.0,-1.5,1
10.42.0.42-104.97.95.172-47410-80-6,43.0903081,-87.95176608,13-10-21,9.92,0,0.0,0.0,17.8,0.0,5.7,2.6,1
10.42.0.211-52.84.29.154-57114-443-6,42.76308964,-87.80267238,14-10-21,2.96,0,0.0,0.0,15.6,0.0,8.8,0.0,1
172.217.10.1-10.42.0.151-443-36339-6,44.00980289,-90.54087276,15-10-21,9.0,0,0.0,0.0,13.8,0.0,2.5,2.3,1
172.217.10.42-10.42.0.151-443-40125-6,43.05843201,-87.88978311,16-10-21,14.58,0,2.2,0.0,12.2,0.0,6.5,4.1,0
10.42.0.211-10.42.0.1-14188-53-17,43.319577,-87.946242,17-10-21,22.17,0,0.0,0.0,12.6,0.0,8.8,7.3,0
172.217.3.106-10.42.0.42-443-43047-6,43.089040000000004,-88.018731,18-10-21,21.84,0,0.0,0.0,12.3,0.0,6.0,4.5,0
172.217.10.35-10.42.0.211-80-54313-6,44.17188447,-88.26088075,19-10-21,13.21,0,1.1,0.0,9.6,0.0,5.7,3.5,0
10.42.0.1-10.42.0.42-53-13292-17,44.65977,-91.72349100000001,20-10-21,12.08,0,0.0,0.0,10.7,0.0,2.5,-0.2,0
10.42.0.211-121.14.255.83-56454-80-6,45.17642144,-91.01067456,21-10-21,7.5,0,0.3,0.0,13.7,0.0,5.0,3.8,1
172.217.3.99-10.42.0.211-443-60439-6,44.911545000000004,-90.678945,22-10-21,17.58,0,16.7,0.0,12.6,0.0,8.4,4.8,0
202.77.129.150-10.42.0.211-80-52412-6,43.534862,-90.164618,23-10-21,16.21,0,6.6,0.0,14.5,0.0,6.0,4.8,0
203.205.158.61-10.42.0.211-80-40299-6,42.69646277,-89.37093824,24-10-21,17.96,0,5.6,0.0,11.5,0.0,8.2,6.6,0
10.42.0.151-64.71.142.124-45560-443-6,43.02610974,-89.27737669,25-10-21,18.34,0,0.2,0.0,11.1,0.0,3.2,1.7,0
172.217.12.142-10.42.0.211-80-60366-6,43.52172585,-89.69250603,26-10-21,9.79,0,0.0,0.0,13.3,0.0,7.4,5.2,1
157.240.18.36-10.42.0.211-443-57161-6,44.71217108,-90.55308659,27-10-21,7.79,0,1.6,0.0,11.6,0.0,4.5,-0.4,1
183.79.250.251-10.42.0.211-443-47426-6,44.74116093,-90.56135591,28-10-21,9.75,0,0.0,0.0,11.7,0.0,3.7,1.0,1
172.217.10.131-10.42.0.151-443-56469-6,43.07416,-88.065611,29-10-21,9.42,0,0.0,0.0,10.4,0.0,1.5,-3.6,1
203.205.179.172-10.42.0.211-80-48241-6,44.78835,-90.553371,30-10-21,14.88,0,0.0,0.0,12.5,0.0,5.0,-1.1,0
10.42.0.211-10.42.0.1-34718-53-17,44.7857952,-88.46974828,31-10-21,15.25,0,0.5,0.0,15.4,0.0,8.3,8.4,0
182.22.31.252-10.42.0.211-443-54164-6,42.646644,-89.387045,01-11-21,13.08,0,0.3,0.0,15.4,0.0,7.7,3.1,0
10.42.0.1-10.42.0.42-53-51093-17,42.67881605,-87.85507361,02-11-21,15.83,0,0.5,0.0,11.7,0.0,8.0,5.4,0
10.42.0.42-106.39.169.66-57114-80-6,43.908675,-89.776337,03-11-21,11.21,0,0.0,0.0,8.2,0.0,2.2,-1.2,0
172.217.10.74-10.42.0.42-443-53144-6,42.50110711,-89.02603331,04-11-21,8.5,0,0.0,0.0,10.6,0.0,1.3,-2.4,1
10.42.0.211-107.23.223.254-41811-80-6,44.75578,-90.46055,05-11-21,10.79,0,0.4,0.0,13.0,2.0,3.0,,0
172.217.10.67-10.42.0.211-443-39976-6,43.08870766,-88.02399344,06-11-21,8.21,0,0.0,2.0,11.3,0.0,6.6,4.1,1
10.42.0.211-77.234.44.200-38615-80-6,43.89496,-90.917361,07-11-21,9.29,0,4.1,0.0,13.2,0.0,6.6,5.6,1
172.217.10.142-10.42.0.151-443-40864-6,43.09103248,-88.03109155,08-11-21,6.58,0,0.0,0.0,10.0,0.0,2.3,-1.6,1
10.42.0.151-10.42.0.1-29207-53-17,45.105903999999995,-90.31379,09-11-21,8.21,0,0.0,0.0,9.5,1.0,-1.0,-6.3,1
10.42.0.211-119.146.74.34-42887-80-6,44.91114869,-89.61126204,10-11-21,7.71,0,0.3,0.0,6.1,1.0,-1.6,-6.6,1
203.205.151.212-10.42.0.151-80-47297-6,43.28164791,-89.72729544,11-11-21,12.12,0,0.0,0.0,8.6,1.0,-1.6,-5.5,0
183.79.248.252-10.42.0.211-443-55967-6,42.95767757,-90.12662986,12-11-21,13.04,0,0.0,0.0,10.5,0.0,0.8,-4.4,0
222.73.28.96-10.42.0.211-80-55877-6,43.01186569,-88.22700666,13-11-21,21.87,0,0.0,0.0,10.5,0.0,3.2,1.1,0
10.42.0.1-10.42.0.42-53-35618-17,43.97986939,-90.50797267,14-11-21,15.71,0,0.0,0.0,9.4,0.0,8.0,5.4,0
10.42.0.211-10.42.0.1-1289-53-17,43.01935044,-87.9579849,15-11-21,6.0,0,0.0,0.0,8.7,0.0,6.7,5.8,1
180.149.138.210-10.42.0.42-80-58494-6,43.38990477,-90.19784346,16-11-21,2.29,0,0.5,0.0,8.3,0.0,6.1,5.0,1
10.42.0.151-104.196.63.49-41666-443-6,42.81055,-108.704881,17-11-21,3.13,0,0.4,0.0,9.6,0.0,6.0,5.5,1
172.217.6.206-10.42.0.151-443-49890-6,40.6482344,-111.8383324,18-11-21,9.29,0,0.0,0.0,9.6,0.0,6.1,6.3,1
10.42.0.211-10.42.0.1-2786-53-17,40.4962936,-111.4193855,19-11-21,9.33,0,0.0,0.0,9.4,0.0,8.4,7.2,1
10.42.0.151-10.42.0.1-16035-53-17,37.46731943,-113.27770290000001,20-11-21,13.04,0,0.0,0.0,9.5,0.0,8.4,7.2,0
172.217.10.1-10.42.0.151-443-51786-6,37.13003,-113.647251,21-11-21,7.0,0,17.8,0.0,10.2,0.0,1.1,-2.7,1
10.42.0.211-121.14.255.83-52589-80-6,41.19128218,-111.9652496,22-11-21,9.17,0,0.7,0.0,12.3,0.0,1.6,,1
10.42.0.211-10.42.0.1-33860-53-17,37.0884312,-113.5879562,23-11-21,15.41,0,0.0,0.0,8.7,0.0,2.4,-0.5,0
157.240.2.20-10.42.0.211-443-38090-6,42.842240000000004,-72.57452099999999,24-11-21,16.17,0,0.9,0.0,10.0,0.0,3.3,,0
10.42.0.211-52.84.29.134-48882-443-6,38.8865174,-77.08603743,25-11-21,11.83,0,0.0,0.0,7.7,0.0,2.8,-0.2,0
10.42.0.211-98.139.183.24-44956-443-6,38.74132221,-77.20388813,26-11-21,6.34,0,8.6,0.0,8.1,1.0,-0.4,-5.4,1
169.47.42.121-10.42.0.211-5222-55769-6,37.54592742,-77.40155702,27-11-21,5.83,0,1.2,0.0,6.8,2.0,0.0,,1
172.217.12.176-10.42.0.151-443-57456-6,38.56623987,-78.23146915,28-11-21,12.79,0,0.9,0.0,8.3,0.0,1.7,-1.7,0
172.217.10.238-10.42.0.42-443-56475-6,36.86566074,-76.29041498,29-11-21,15.29,0,12.5,0.0,12.6,0.0,3.5,4.2,0
183.79.215.139-10.42.0.211-443-34465-6,38.75952723,-77.57560245,30-11-21,16.5,0,5.8,0.0,13.1,0.0,6.6,6.7,0
10.42.0.42-23.217.155.120-58760-80-6,36.61348698,-79.40927859,01-12-21,7.25,0,0.0,0.0,5.5,0.0,4.6,3.3,1
10.42.0.151-72.30.3.43-39398-443-6,38.93524711,-78.15431727,02-12-21,12.21,0,3.0,0.0,7.2,0.0,0.3,-2.6,0
10.42.0.151-106.39.169.66-52283-80-6,36.71465061,-76.25567402,03-12-21,7.67,0,3.2,0.0,7.4,1.0,-3.2,-7.8,1
10.42.0.211-123.125.46.161-49629-80-6,37.59437554,-77.5249787,04-12-21,13.79,0,8.4,0.0,13.1,1.0,-2.2,,0
172.217.3.106-10.42.0.151-443-46558-6,37.15324974,-76.45963582,05-12-21,17.83,0,0.1,2.0,5.0,0.0,0.7,-1.4,0
10.42.0.1-10.42.0.42-53-57059-17,36.85312939,-76.18956138,06-12-21,12.62,0,0.0,0.0,3.3,1.0,-0.4,-3.1,0
10.42.0.42-52.84.29.134-50202-443-6,36.97973639,-82.56956161,07-12-21,8.87,0,4.5,0.0,5.5,1.0,-5.4,-10.4,1
169.45.223.16-10.42.0.151-80-60904-6,38.76957,-77.61885268,08-12-21,19.83,0,4.2,0.0,11.5,1.0,-5.0,,0
182.22.24.252-10.42.0.211-443-52440-6,36.87787718,-76.28904864,09-12-21,10.04,0,3.4,0.0,13.3,0.0,5.1,0.1,0
180.149.153.234-10.42.0.42-80-32878-6,38.76520023,-77.4841397,10-12-21,18.84,0,4.6,0.0,14.0,0.0,5.1,0.4,0
10.42.0.1-10.42.0.42-53-49317-17,38.84399128,-77.2997347,11-12-21,25.62,0,0.4,0.0,11.8,0.0,9.5,8.3,0
10.42.0.211-104.193.88.109-52200-80-6,36.81870975,-76.18282955,12-12-21,16.83,0,3.3,0.0,13.4,0.0,9.1,7.5,0
10.42.0.1-10.42.0.42-53-28084-17,37.37351964,-77.50736714,13-12-21,16.66,0,0.2,2.0,13.5,0.0,7.8,2.5,0
172.217.10.35-10.42.0.151-443-36937-6,47.84768614,-122.3031311,14-12-21,9.38,0,0.1,0.0,12.7,1.0,-1.1,-5.5,1
10.42.0.211-77.234.44.201-43704-80-6,47.61767467,-122.15211950000001,15-12-21,10.71,0,0.0,0.0,13.2,1.0,-0.5,,0
202.77.129.150-10.42.0.151-443-41478-6,48.42291386,-122.335503,16-12-21,6.92,0,0.0,0.0,11.2,0.0,7.8,3.3,1
183.3.235.80-10.42.0.151-80-53226-6,48.50348853,-122.6102134,17-12-21,9.54,0,0.0,0.0,9.0,0.0,4.8,1.6,1
8.0.6.4-8.6.0.1-0-0-0,47.52564513,-122.64148059999998,18-12-21,4.79,0,0.0,0.0,4.4,1.0,-2.7,-8.3,1
219.142.78.162-10.42.0.151-80-54604-6,47.67307796,-122.2019433,19-12-21,3.54,0,0.0,0.0,2.1,1.0,-5.0,-8.5,1
10.42.0.211-23.206.166.66-57642-80-6,48.51695523,-122.6179043,20-12-21,3.63,0,0.0,0.0,6.1,1.0,-5.5,-9.0,1
10.42.0.211-10.42.0.1-8330-53-17,47.58886,-122.296481,21-12-21,4.33,0,0.0,0.0,6.2,1.0,-5.0,-6.7,1
10.42.0.211-31.13.69.203-59042-443-6,47.77242099,-122.2744024,22-12-21,13.59,0,0.0,0.0,6.8,1.0,-1.6,,0
172.217.12.206-10.42.0.211-80-36506-6,47.37876138,-122.0491442,23-12-21,18.12,0,0.0,2.0,5.0,0.0,3.8,3.4,0
172.217.9.227-10.42.0.42-443-34839-6,47.7689,-122.20541100000001,24-12-21,8.5,0,0.0,0.0,2.6,1.0,-0.5,-5.1,1
10.42.0.151-42.56.79.30-49943-80-6,45.72853359,-121.4862894,25-12-21,11.92,0,0.0,2.0,5.0,1.0,-2.7,-10.7,0
10.42.0.211-10.42.0.1-36509-53-17,39.5031,-77.939511,26-12-21,17.12,0,0.0,0.0,5.0,0.0,0.7,-0.5,0
169.45.210.77-10.42.0.151-443-47808-6,43.35380949,-90.38792398,27-12-21,2.92,0,0.0,0.0,3.3,1.0,-3.2,-9.4,1
10.42.0.211-66.231.239.95-48372-443-6,30.30867616,-81.65798933,28-12-21,8.96,0,0.0,0.0,3.8,1.0,-5.2,-10.0,1
10.42.0.211-36.51.254.232-42999-443-6,30.29507977,-81.52663056,29-12-21,15.0,0,0.0,2.0,3.0,1.0,-5.0,-8.6,0
202.77.129.161-10.42.0.211-80-47612-6,30.28459454,-81.62142616,30-12-21,17.29,0,0.0,0.0,1.7,0.0,0.1,0.0,0
140.205.164.47-10.42.0.211-443-38517-6,30.33088105,-81.58688226,31-12-21,10.04,0,1.3,0.0,1.5,1.0,-11.0,-13.4,0
216.58.219.228-10.42.0.211-443-37106-6,30.22627886,-81.61534067,01-01-21,10.41,0,0.0,0.0,1.2,1.0,-10.7,,0
203.205.190.44-10.42.0.211-80-40150-6,30.19322289,-81.6215823,02-01-21,8.46,0,0.0,1.0,-0.1,1.0,-7.8,-10.5,1
183.79.250.251-10.42.0.151-443-57793-6,30.24387652,-81.6261445,03-01-21,4.58,0,0.0,0.0,1.8,1.0,-8.1,-8.8,1
172.217.12.142-10.42.0.211-443-48540-6,28.95309084,-82.44192421,04-01-21,5.5,0,0.0,0.0,6.0,1.0,-3.8,,1
10.42.0.211-77.234.41.79-47991-443-6,30.310231899999994,-81.79675967,05-01-21,15.29,0,1.8,0.0,9.1,1.0,-2.3,-7.1,0
172.217.10.42-10.42.0.211-443-52347-6,37.26194628,-113.28387690000001,06-01-21,8.46,0,2.1,0.0,11.6,0.0,4.6,2.4,1
10.42.0.151-95.213.11.181-34391-80-6,37.26186895,-113.28382490000001,07-01-21,14.29,0,0.0,0.0,8.8,0.0,4.5,0.6,0
